AGAPPL,Commodity_Crop_ACRE,Hay_ACRE,Permanent_Pasture_ACRE,Noncommercial_Woodland_ACRE,Commercial_Timber_ACRE,Other_Crops_ACRE,Homesite_ACRE,Road_Waste_Pond_ACRE,CRP_ACRE,Conservation_Practices_ACRE,Other_Use_ACRE,STATED_TOTAL_ACRES,GROSS_INCOME,GROSS_INCOME_2,GROSS_INCOME_3
1645,70.202,,,19.58,,,2,3,,,,94.782,,,
1646,661.16,10,,178.02,,,,86.529,,,,935.709,,,
1647,71.57,,2.75,16.54,,,1,3.617,3.66,,,99.137,,,
1648,30.81,,,,,1.5,1,1,,,,34.31,,,
1649,41,13,,25,,,,10.146,,9,,98.146,,,
1650,30,,,50.734,,,,,,,,BLANK,,,
1651,45.39,,,,,,,1,,,,46.39,,,
1652,59.159,,,,,,,,,,,59.159,,,
1653,36.114,,,,,,1,1.142,,,,38.256,,,
1655,,,,,,,,,,,,,,,
1656,5,,,3.438,,,1,,1.42,0.28,,11.138,2550,,
1657,85.853,,,68.57,,,,,75.81,,,230.233,,,
1658,28.26,,,10.192,,,,0.348,,,,38.8,,,
1659,318.694,,,7.203,,,4.67,12.801,10.07,,,353.438,,,
1660,54.927,,,6.5,,,1.5,6,,1,,69.927,,,
1661,114,,,39,,,3,,,,,156,,,
1662,,,,,,,,,,,,,,,
1663,124.365,,,17.293,,,,6.173,6.739,,,154.21,,,
1664,54,,,,,,,1.37,,,,55.37,,,
1665,90,,,73.25,,,1,,,,,BLANK,,,
1666,65.55,,,,8.78,,4.44,1.23,,,,80,,,
1667,,,,,16.1,,1.484,,0.045,,,17.629,,,
1668,,,,,,,,,,,,,,,
1669,172,,,,,,,2.349,1.93,,,176.279,,,
1670,123.5,,,,,,1,32.273,,,,156.773,,,
1671,20,,,13,,,2,1,1,,,37,,,
1672,132.172,,,,,,,3.681,,,,135.853,,,
1673,,,,,25.474,,,,,,,25.474,,,
1674,166.95,,,,,,4,,,,,170.95,,,
1675,93.671,,,,,,,,,,,93.671,,,
1676,19.758,,,,,,,,,,,BLANK,,,
1677,203.79,,,,,,2.2,7.467,2.18,,,215.637,,,
1678,44,,,,,,,5.138,,,,49.138,,,
1679,22.696,,,10.703,,,1,1.385,,,,35.784,,,
1680,66.452,,,0.356,,,,5.592,,,,72.4,,,
1681,117.99,,5.72,35.8,,,,1.597,,,,161.107,,,
1682,13.6,,,,,,,1.9,,,,15.5,,,
1683,139.75,0,0,22.749,0,0,0,2.61,1.89,0,0,166.999,,,
1684,,35.49,,,,,,,36.81,,,BLANK,,,
1686,56.161,,,,,,,,,,,BLANK,,,
1687,23,,,,,,,0.422,,,,BLANK,,,
1688,63.966,0,0,5.6,0,0,5,0.72,,,,75.286,,,
1689,47.729,,,25.484,,,,2.787,,,,76,,,
1690,60,4,10,,,,1.95,,,,,BLANK,21857.38,12963.09,
1691,77.04,,9.66,10.38,,,1,7.283,6.05,,,111.413,,,
1692,,80,,,,,,2.634,0.6,,,83.234,,,
1693,17.442,,,5.68,,,,,,,,BLANK,,,
1694,10,,,,,,,,,,,,,,
1695,16.783,,,,,,,0.81,,,,17.593,,,
1696,135.47,0,0,35.66,0,0,1.87,4.4,25.99,0,0,203.39,,,
1697,100,,,,,,,,,,,100,,,
1698,,22.41,,0.13,,,1,3.59,,,,40,,,
1699,32.186,,,,,,,2.5,,,,34.686,,,
1700,79.385,,,,,,,,,,,79.385,,,
1701,30,,,7,,,1,2,,,,40,,,
1704,24.17,,,,,,1,1.7,,,,26.87,,,
1705,,,,,,,,2.2,15.72,,,17.914,,,
1706,,,,10.37,17.6,,2,,43.07,,,74.075,,,
1707,,1.77,,,,,2.7,0.18,2,,,6.65,885,,
1708,49.42,,,25.273,,,,2.6,,,,77.293,,,
1709,25.007,,3.719,,,,1.281,0.061,,,,30.068,,,
1710,80,,,14,0,0,1,6,0,0,0,BLANK,,,
1711,18.38,,,,,,,,,,,BLANK,,,
1712,,,,,10,,,,,,,BLANK,,,
1714,13.613,,,,,,,13.613,,,,27.226,,,
1715,,,,,,,,,,,,,,,
1716,33.042,,,,,,,,,,,BLANK,,,
1718,20,,,,,,,0.146,,,,20.146,,,
1719,55.5,,,9.256,,,,3.247,,,,68.003,,,
1720,0,0,0,0,0,49.33,0,0,1.8,0,0,47.53,,,
1721,104,,11.37,,,,,,,,,BLANK,,,
1722,44.9,,,,,,1,,,,,45.9,,,
1723,39.6,,,,,,,0.4,,,,40,,,
1724,,6.41,,35.83,,,1,3.42,33.34,,,80,,,
1726,113.49,0,0,0,0,0,1,2.065,2.5,0,0,119.055,,,
1727,96.23,,,,,,,4.828,,,,101.058,,,
1728,60.06,,,,,,1,12.675,,,,73.735,,,
1729,91.335,,,9.618,,,1,0.901,,,,102.854,,,
1730,,,,,,,,,,,,,,,
1731,32.389,,,,,,,1.039,,3,,36.428,,,
1732,16.38,,,,,,,,,,,16.38,,,
1733,61.96,,,,,,,,,,,61.96,,,
1734,35.718,,,2,,,2,,,0.4,,BLANK,,,
1735,143.64,,,,,,,7.799,,,,BLANK,,,
1736,66.2,6.01,11.8,26.3,,,0,,,,,111.3,,,
1737,14.176,,,21.079,,,,3.745,,,,39,,,
1738,152,,,,,,3,7.917,,,,172.917,,,
1739,88,,,7.222,,,1,,,,,96.222,,,
1740,497.94,,,32.173,,,2,9,19.6,,,560.713,,,
1741,,,,,,,,,,,,,,,
1742,78,,0,20,0,0,5,7,0,0,0,110,,,
1743,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,
1745,,29.156,,,,,,,,,,29.156,,,
1746,97.85,,,,,,2,2.445,3.03,,,105.325,,,
1747,44,,,,,,,,,,,BLANK,,,
1748,18.954,,,,,,,1.916,,,,20.87,,,
1749,19.14,,,,,,,,,,,BLANK,,,
1750,55.076,,,1.234,,,,0.26,,,,56.57,,,
1752,,,35,,,,2,3,,,,BLANK,,,
1753,15.77,,,16.65,,,2.178,,,0.42,,35.018,,,
1754,8,,,,,,1,0.795,,,,9.795,4936.3,,
1755,52.1,,,,,,1.61,,,,,53.72,,,
1756,283,,,3.41,,,1,1,6.376,1.5,,295.659,,,
1757,83.51,,,3.52,,,,3.964,,,,90.994,,,
1759,,,,,,,,,,,,,,,
1760,,63,,6.635,,,,4.551,,,,74.186,,,
1762,30.31,,,6,,,,10.217,2.48,,,49.007,,,
1763,,,,,,,,,,,,,,,
1764,48.07,,,20.25,,,,2.281,5.81,,,76.411,,,
1765,,,,,,,,,,,,,,,
1766,,,,,,,,,,,,,,,
1767,311.886,,,20,,,5.5,,,,,317.386,,,
1768,153.48,,,7.701,,,,2.752,1.3,,,165.233,,,
1769,,,,,51.977,,,,,,,BLANK,,,
1770,12,,,38,,,,,,,,20,1456.2,,
1771,105.642,,,,,,,,,,,105.642,,,
1772,,,,,,,,,,,,,,,
1773,48.407,,,,,,,0.931,,,,49.338,,,
1774,,,,,,,,,,,,,,,
1775,58,,,18.5,,,1,2.5,,,,80,,,
1776,,,,,,,,,,,,,,,
1777,42,21,4,9,,,4,,,,,80,,,
1778,14.5,,,,,,,2,,,,16.5,,,
1779,75.5,,,,,,,2.5,,,,78,,,
1780,18.57,,,,,,,,,,,18.57,,,
1781,62.242,,6.5,13.931,,,1,3.964,11.3,,,98.937,,,
1783,211.479,,,41.42,,,,,7.354,,,260.253,,,
1784,119,,,10.93,,,,,,,,129.93,,,
1785,129.53,,,6.71,,,,,1.9,,,138.14,,,
1786,,,,,,,,,14.072,,,BLANK,,,
1787,,,,,,,,,,,,,,,
1788,40,,,,,,,,,,,40,,,
1789,119,,15,,,,,0.285,,,,134.285,,,
1790,73.675,,,,,,,2.5,,,,BLANK,,,
1791,22,,,34.857,,,,0.7,,,,BLANK,,,
1792,121,,,38,,,1,,,,,160,,,
1793,71.5,,,15.62,,,,9.503,,,,96.623,,,
1794,,,,,,,,,,,,,,,
1795,,,,,16.25,,,,,,,16.25,,,
1796,54.9,,,17.12,,,3.02,3.9,,,,78.98,,,
1797,19.32,,,5,,,0.7,,4.58,1,,30.6,,,
1798,9.538,10,,41,,,2,,,,,62.538,,,
1799,60.458,,,0.347,,,,3.366,,,,64.171,,,
1800,,,,,,,,,,,,,,,
1801,,,,,,,,,,,,,,,
1802,82.51,,,22.69,,,,0.267,,,,105.467,,,
1803,9.6,,,,,,,1.8,,,,11.4,,,
1804,136,,,16.94,,,1,2,3,,,158.94,,,
1806,153.38,,,,,,,5.351,,,,158.731,,,
1807,32,,,8,,,,,,,,40,,,
1808,155,,,10,,,,12.97,,,,177.97,,,
1809,53.035,,,,,,,,,,,53.035,,,
1810,13.47,,,10.009,,,1,10.381,,,,34.86,,,
1811,,,,,,,,,,,,,,,
1812,9.68,,,,,,,,,,,BLANK,1161.6,,
1813,21.63,,,,,,,,,,,BLANK,,,
1814,14.663,,,,,,,,,,,14.663,,,
1815,,,,1.16,,,2.41,0.89,10.99,,,15.45,,,
1816,7,,,,,,3,0.2,,,,10.2,3479,,
1817,62.312,,,8,,,2.2,1.1,4.5,,,78.112,,,
1818,71.8,,,3.63,,,,1.23,3.34,,,BLANK,,,
1819,,,,,,,,,,,,,,,
1820,67,,,30,,,1,0.361,,,,98.361,,,
1821,,,,,,,,,,,,,,,
1822,17,,,3.904,,,,,,,,20.904,,,
1823,195.976,,,,,,,,,,,BLANK,,,
1824,50.63,,,,,,5,0.665,,,,56.325,,,
1827,42.3,,,,,,,0.592,1.1,,,BLANK,,,
1828,,,,,,,,,,,,,,,
1829,22.59,,,,,,1.323,11.955,,,,35.868,,,
1831,168.503,264.292,,,,,2.8,10.732,,,,446.327,,,
1832,76.19,,,0.61,,,2,1,45.6,,,125.4,,,
1833,,,,,,,,,,,,,,,
1834,36.97,,,8,,,1,2.78,,,,48.75,,,
1835,44.6,,,,,,,,,,,BLANK,,,
1837,,43,,,,,,14.04,,,,57.04,3000,21000,
1838,32.69,,,,,,,0.773,2.6,,,36.063,,,
1839,51.383,,,4,,,,2.026,,,,57.409,,,
1840,,,,,,,,,,,,,,,
1841,67.51,,,11.28,,,,1.21,,,,80,,,
1842,6.991,,,,,,,0.509,,,,7.5,4987,3488,
1843,65.376,0,0,0,0,0,0,0.767,0,0,0,66.143,,,
1845,164.5,18,0,10,,0,0,51,0,0,0,243.156,,,
1846,81.9,,,15.582,,,,,,,,97.482,,,
1847,13.86,,,,,,3,0.61,,,,17.47,,,
1848,36.774,,,,,,,,,,,BLANK,,,
1849,36,,,7.087,,,2,,,,,45.087,,,
1850,47.39,,,8.41,,,,5.667,,,,61.467,,,
1851,18.29,,,,,,,,,,,18.29,,,
1852,,,,,19.906,,1,,,,,BLANK,,,
1853,,,,,,,,,,,,,,,
1854,248.51,,,29.59,,,,3.27,6.2,,,289.57,,,
1855,99.032,,,9.79,,,1,,,,,109.822,,,
1856,24.958,,,,,,,,,,,24.958,,,
1857,26.14,,,24.32,,,2.54,7.31,47.53,,,107.84,,,
1858,15,,,,,,,,,,,BLANK,,,
1859,261.16,0,27.4,24.44,,,3,3,,,,319,23100,35172,48972
1860,21.101,,,,,,2,0.478,0.38,,,23.959,,,
1861,96.42,,,7.925,,,,1.484,,,,105.829,,,
1862,11,,,,,,1,,,,,12,,,
1863,10.83,,,6.56,,,,0.968,4.17,,,22.528,,,
1864,,,10.516,,,,1,,,,,BLANK,,,
1865,,,,,,,,,,,,,,,
1866,66.31,,,,,,2.5,2.184,,,,70.994,,,
1867,7.448,,,,,,1,1.752,,,,10.2,3037.88,,
1868,66.64,,,15.19,,,1.94,9.63,,5.6,,99,,,
1869,762.37,,,19.335,,,,17.809,21.34,,,820.854,,,
1871,,,,,,,,,,,,,,,
1872,222.256,,,,,,,1.5,12.401,4.19,,240.347,,,
1873,56.158,,,9.1,,,,0.04,1.64,,,66.938,,,
1874,18.463,,,,,,,1.27,,,,BLANK,,,
1875,70.789,,,,,,,,,,,BLANK,,,
1876,36,,,,,,,,,,,BLANK,,,
1877,123.46,,,,,,,6.376,,,,129.836,,,
1878,49.1,,4,,27.575,,,,,,,BLANK,,,
1879,34.27,,,10.3,,,,1.76,3.1,,,49.43,,,
1880,104.58,,,,,,,3.467,,,,108.047,,,
1881,99.03,,,,11,,,12.664,7.44,,,130.134,,,
1882,50.7,,,2.09,,,,1.96,8.44,,,63.19,,,
1883,154.899,,,7.86,,,,,46.17,,,208.929,,,
1884,49.3,,,,,,,0.242,,,,49.542,,,
1885,37,,,,,,,,,,,BLANK,13969.35,,
1886,,,,,,,,,,,,,,,
1887,33,33,,13,,,1,,,,,80,,,
1888,233.97,,,4.6,,,1,4.343,2.48,,,246.3936,,,
1889,41.153,,,,,,,0.674,2.3,,,44.127,,,
1890,15.954,,,,,,,,,,,15.954,3912.72,,
1891,,,,,25,,,,,,,25,,,
1892,96.46,,,,,,1.54,2,,,,100,,,
1893,27.31,,,,,,,6.241,,,,33.551,,,
1894,127.967,,,10.817,,,,1.03,,,,139.814,,,
1895,91.37,,,28.06,,,1.25,12.61,,,,133.29,,,
1896,100,,,5,,,1,7.607,,,,113.607,,,
1897,,,,,36.725,,,,,,,36.725,,,
1898,76.525,,,,,,,,,,,76.525,,,
1899,110,,,9.88,,,,,,,,119.88,,,
1900,44,,,,,,,0.224,,,,44.224,,,
1901,54,,,,,,1.175,,1.1,,,56.275,,,
1902,81.624,,,,,,2,,,,,83.624,,,
1903,,,,,,,,,,,,,,,
1904,36.141,,,,35.42,13.54,2.19,,,,,91.819,,,
1905,42.96,,,,,,,1.6,,,,44.56,,,
1906,137.34,,,16.93,,,2,3.73,,,,160,,,
1907,,33.005,,,,,,,,,,BLANK,,,
1908,,,,,,,,,,,,,,,
1909,30,,,,,,2,6.2,,,,38.2,,,
1910,262.32,,,38.84,,,6.25,12.84,31.87,,,352.12,,,
1911,95.69,0,0,16.4,0,0,3.45,2.46,0,0,0,118,,,
1912,47.8,,,12,,,4,2,,3,,68.8,,,
1913,859.192,,,27.1,,,4.362,20.82,5.82,,,917.274,,,
1914,193.782,,,24.63,,,1,6.179,8.36,,,233.951,,,
1915,211.41,0,0,21.63,0,0,3.05,8.28,0,0,0,244.37,,,
1916,70.06,2.59,,7,,,4.94,1,,,,85.59,,,
1917,57,6,1,13,,,2,1,,,,80,,,
1918,177.68,,,17.42,,,2.035,4.255,,,,201.39,,,
1919,,,,,,,,,,,,,,,
1920,,,,,,,,,,,,,,,
1921,,,,,,,,,,,,,,,
1922,,,,20.57,,,1,,8.9,,,BLANK,,,
1923,8.04,,,,,,2,0.25,,,,10.29,,,
1924,27.595,,,,,,,0.289,,,,27.884,,,
1925,28.268,,,0.3,,,,0.963,,,,29.531,,,
1926,79.091,,,,,,,,,,,79.091,,,
1927,29.046,,,,,,,,,,,29.046,,,
1928,93.308,,,,,,2,0.942,,,,96.25,,,
1929,51.533,,,,,,,,,,,51.533,,,
1930,57.8,,,13.95,,,,,2.56,0.98,,75.29,,,
1931,75,,,,,,,,,,,75,,,
1932,,7,,,,,2.5,0.5,,,,BLANK,3218.25,2500,2500
1933,69,,,10,,,,1,,,,80,,,
1934,,,,,,,,,,,,,,,
1935,39.08,,,,,,,,,,,39.08,,,
1936,8.041,1.041,,,,,,,,,,9.082,,,
1937,515.09,,,55.63,,,4.08,1.522,,,,576.322,,,
1938,,60,,,72.589,,,,1.5,,,134.089,,,
1939,33.063,,,,,,,1.582,,,,34.645,,,
1940,,,,12.399,,,,3.7,61.34,,,77.439,,,
1941,,55.244,,,,,,,,,,BLANK,,,
1942,,,,,,,,,,,,,,,
1944,231.31,10,18.86,17.43,0,0,1,47.291,0,0,0,325.891,,,
1945,230.36,,,,,,,,,,,230.36,,,
1946,17,,,,,,2,1.3,,,,BLANK,,,
1947,10.31,,,,,,,,,,,BLANK,,,
1949,26.99,,,1.35,,,,0.946,,,,BLANK,,,
1950,77.192,,,4.298,,,,2.113,,,,83.603,,,
1951,118.3,,,,,,,1.718,0.5,,,120.518,,,
1952,8.2,,,,,,1.8,,,,,BLANK,,,
1953,36.1,,,,,,,2.72,,,,BLANK,,,
1954,25.47,,,13,,,,,1.53,,,40,,,
1955,149.781,,,,,,,,,,,BLANK,,,
1956,49.472,,,22.1,,,1.94,2.86,,,,76.372,,,
1957,,,,,24.601,,,,,,,BLANK,,,
1958,235.26,,,17,,,4,8.271,,,,264.531,,,
1959,,,,,,,,,,,,,,,
1960,109.556,,,,,,,,,,,BLANK,,,
1961,169.26,,,,,,2.58,3.433,,,,175.273,,,
1962,,,3,,20,,,,,,,BLANK,,,
1963,55.54,,,17.913,,,,,2.33,,,75.756,,,
1964,,,,,,,,,,,,BLANK,,,
1965,225.72,,,22.44,,,1,18.833,14.56,,,282.553,,,
1966,70,,,18.5,,,1.5,,,,,BLANK,,,
1967,28,,,12,,,,,,,,BLANK,,,
1968,384.04,,,,,,14,15.979,105.7,,,520,,,
1969,17,,,,,,,3,,,,20,,,
1970,365,,,20,,,6,2.998,,,,393.998,,,
1971,84,,,10,,,,0.32,,,,94.32,,,
1972,377.569,,,6.62,,36,2.6,11.88,,,,434.669,,,
1973,168.5,,,,,,,,,,,168.5,,,
1974,10,,,,,,4.34,,,,,14.34,,,
1975,15.003,,,,,,,,,,,BLANK,,,
1976,138,6,,12,,,2.32,14,,,,172.32,,,
1977,32.94,,,10.5,,,,3.5,,,,46.94,,,
1979,91.2,,,19.3,,,1,1,,,,112.5,,,
1980,8.447,,,2.296,,,1,1.257,,,,13,582.4,2417.6,
1981,155,40.2,,,,,2.502,,,,,BLANK,54721,10800,12337.75
1982,21.8,,,6.887,,,2.6,0.143,,,,31.43,,,
1983,88.27,,,25,,,,2.901,,,,116.171,,,
1984,135.676,,,18.603,,,2,6.399,0.16,,,162.739,,,
1986,96.1,,,,,,,2.47,,,,98.57,,,
1987,62.29,,,23.36,,,1,,19.7,,,106.35,,,
1988,56.384,,,,,,,,,,,56.384,,,
1989,95.67,,,,,,2.23,10.87,11.23,,,120,,,
1990,,,,76.015,,,,,,,,BLANK,0,,
1993,109.62,,,,,,1,1.079,,,,111.699,,,
1994,24.199,,,,,,,1.45,,,,25.649,,,
1997,,,,,,,,,,,,,,,
1998,268.01,,,,19.52,,,11.386,8.3,,,307.216,,,
2000,26.438,,,,,,3.5,0.698,,,,30.636,,,
2001,70,,,,,,,4.866,,,,74.866,,,
2002,417.561,,,17.486,,,2,6.281,,,,443.372,,,
2003,,,,,,,,,,,,,,,
2004,67.71,,,10.29,,,2,,,,,80,,,
2005,,,,,,,,,,,,,,,
2006,30.654,,,,,,,1.115,,,,31.769,,,
2007,280.061,10,0,21,0,0,1,21.4,0,0,0,333.461,,,
2008,,15,,20,,,5,,,,,40,,,
2009,41.16,,,4.29,,,,3.9,,,,49.35,,,
2010,116.21,,,12.1,,,,6.598,,0.8,,135.7,,,
2011,44.485,,,,,,,,,,,BLANK,,,
2012,183.88,,,,,,,,,,,183.88,,,
2013,32.64,,,,,,,,,,,32.64,,,
2014,34.685,,,7.056,,,1,1.5,,,,44.241,,,
2015,94.54,,,14.4,,,,4.997,,,,113.937,,,
2016,17.8,,,6.2,,,1.4,,0.7,,,26.1,,,
2017,39.17,,,,,,,0.257,,,,39.427,,,
2018,,,,50.735,,,1,7.545,99.37,,,158.65,,,
2019,85.99,0,0,9.285,0,0,0,3.585,0,0,0,98.86,,,
2020,177.67,,,6,,,,3.612,,,,187.282,,,
2021,50.86,,,33.91,,,,8.59,,,34.024,124.384,,,
2022,19.291,,,,,,,,,,,BLANK,,,
2023,81.64,,,26.78,,,1.37,3.34,,,,113.13,,,
2024,36,,,,,,1,1,,,,38,,,
2025,4,,,,,,,,,,,BLANK,2789.1,,
2026,,,2.192,,12.586,,1,2.922,,,,BLANK,,,
2027,35.686,,,,,,1.93,,1.93,,,39.546,,,
2028,224,,,7.8,,,4,3,,,,BLANK,,,
2029,50.16,0,0,0,0,0,3.337,0,0,0,0,53.497,,,
2030,,,,,22.808,,,,,,,22.808,,,
2031,48.058,19.5,,,4.668,,1,3.918,,,,77.144,,,
2032,,75,,6.779,,,,2,,,,83.779,,,
2033,268.737,,,11,,,4,,,,,283.737,,,
2034,,5.888,5.169,,,,,,,,,11.057,1120,1000,5734
2035,,,,,,,,,,,,,,,
2036,26,,,11.225,,,,,,,,37.225,,,
2037,72,,,,,,2,6,,,,BLANK,,,
2038,0,,237.79,0,0,0,2,,0,0,0,BLANK,,,
2039,46.16,,,,,,,,,,,BLANK,,,
2040,12,,6,,,,1,2,,,,21,,,
2041,,7.363,12,,,,1,5,,,,25.363,,,
2042,41.87,,,9.79,,,1,1.84,,,,53.5,,,
2043,16.62,,,17.698,,,,,0.93,,,35.248,,,
2044,58.72,,,24.4,,,1,3.88,,,,88,,,
2045,39.373,,,,,,,,,,,39.373,,,
2046,45.89,,,0.75,,,,2.63,1.3,,,50.57,,,
2047,,,,,,,,,,,,,,,
2048,10.9,,,,,,2.047,0.327,,,,13.274,,,
2049,57.637,,,,,,,2.064,,,,59.701,,,
2051,170.832,54.559,0,43.229,0,0,0,18.145,1.7,0,0,288.465,,,
2052,153.474,,,,,,,,,,,153.474,,,
2053,,,,,,,,,,,,,,,
2054,19.29,,,10,,,1,1.292,,,,31.582,,,
2055,,,,,,,,,,,,,,,
2056,110,,,,,,,6.255,,,,116.255,,,
2057,,,,,,,,,,,,,,,
2058,65,,,27,,,3,25.99,31.91,,,152.9,,,
2059,43.51,,,13.46,,,1,1.561,,,,59.531,,,
2060,,,,,,,,,,,,,,,
2061,89.35,,,4.07,,,,4.471,,,,97.891,,,
2062,70.52,,,10.872,,,,,,,,BLANK,,,
2063,130,,,,,,,,,,,130,1131,2298,1121
2064,67,,,6.63,,,0,,3,,0,76.63,,,
2066,91.36,,,,,,,7.476,,,,98.836,,,
2067,28.85,34.15,,4.412,,,,,,,,BLANK,,,
2068,230,,,43,,,4,11.321,,,,288.321,,,
2069,104.05,,,28.85,,,4.55,3.152,,,,140.602,,,
2070,74.546,,,,,,,,3.3,,,BLANK,,,
2071,27.389,,,14.821,,,,,,,3.876,46.086,,,
2072,143.43,,,,,,,,,,,143.43,,,
2073,,,,,,,,,,,,,,,
2074,44.74,,4.78,39.555,,,2,,17.7,,,108.775,,,
2075,,,,,,,,,,,,,,,
2076,74.31,,,,,,2.8,0.659,,,,77.769,,,
2078,26,,,,,,,,,,,BLANK,4004,,
2079,,,,,,,,,,,,,,,
2080,30,,,6,,,2,,,,,38,,,
2081,2.281,0,0,11.864,0,0,0,0.7,0,0,0,14.215,,,
2082,128.04,0,0,12.72,0,0,1.31,1.81,0.82,5.3,0,150,,,
2083,76.5,,,,,,,,,,,76.5,,,
2085,51.73,,,,,,,4.61,,,,BLANK,,,
2086,102.92,,,,,,1,1.968,3.04,,,108.928,,,
2087,86,0,0,44.27,0,0,2,2,0,0,0,BLANK,,,
2088,116,,,16,,,1,0.46,,,,BLANK,,,
2089,52,,,,,,,8.747,,,,60.747,,,
2090,451.2,,,11,,,3.5,3.71,12.5,,,481.91,,,
2091,27.2,,,17.5,,,,,,,,44.7,,,
2092,16.02,,,,,,,,,,,BLANK,,,
2093,24.168,,,,,,1.58,0.05,,,,25.798,,,
2094,56.972,,,38.46,,,5,7,5.56,3,,115.992,,,
2095,44.7,,,23.058,,,,,,,,BLANK,,,
2096,,,,,,,,2.461,13.6,,,16.061,,,
2097,147.8,,22,6,,,7,5.381,,,,188.181,,,
2098,41.81,,,,,,,,,,,BLANK,,,
2099,10.192,,,,,,,,,,,9.544,1500,,
2100,256.06,,,16.96,,,3,6.123,8.29,,,290.433,,,
2101,7.53,,,,,,,,,,,7.53,4743,,
2102,50.6,,,9.4,,,,,,,,60,,,
2103,90.661,,,38.318,,,1,3.671,,,,133.65,,,
2104,236.705,,,,,,,,,,,236.705,,,
2105,130,,,,70,,,,,,,200,,,
2106,72.21,,,,43,,,,,,,115.21,,,
2107,275.49,,,27.71,,,2.67,14.124,,,,319.994,,,
2108,74.55,,,,,,,4.45,,,,79,,,
2109,98.2,0,0,12.81,0,0,1.5,4,0,0,0,116.51,,,
2111,,,,,,,,,,,,BLANK,2572.5,,
2112,7.07,,3.097,6.477,,,,,,,,16.644,4650.9,3158.211,
2113,192.63,,,,,,,,,,,192.63,,,
2114,81.71,,,16.68,,,1.75,0.61,,,,BLANK,,,
2115,196.86,,,,,,1.56,10.304,38.3,,,247.024,,,
2116,273.848,,,8.84,,,,3.93,,0.99,,287.608,,,
2117,18.158,,,,,,,,,,,BLANK,,,
2118,,,,11.105,,,,,11.34,,,22.445,,,
2119,,0,0,17.081,0,0,0,0,0,0,0,BLANK,,,
2120,71.501,,,1.05,,,,0.449,,,,73,,,
2121,,,,,,,,,,,,,,,
2122,62.55,,,32.53,,,2,3.342,,,,100.422,,,
2123,242.85,,,66.29,,,,11.5,,,,320.64,,,
2124,269.15,19.67,15,27.896,,,10,10.542,,,,352.258,,,
2125,114.16,,,9,,,1,1.01,,,,125.17,,,
2126,1,,,,19,,,2.199,,,,22.199,,,
2127,19.425,,,,,,,,,,,19.425,,,
2128,11,,,,,,,0.138,,,,11.138,,,
2129,,,,,,,,,,,,,,,
2130,88.89,,,10.7,,,2.5,2.39,,,,104.48,,,
2131,38,,,3.308,,,,5.236,,,,46.544,,,
2132,78.54,,,,,,,1.46,,,,80,,,
2134,66.892,,,,,,3,7.322,,,,77.214,,,
2135,32.92,,,12.29,,,,1.39,,,,46.6,,,
2137,,,,,,,,,,,,,,,
2138,41,,,49,,,,,,,,BLANK,,,
2139,318.227,,,16.89,,,1,9.23,,,,345.347,,,
2140,149.99,,,,,,2.21,3.591,,,,155.791,,,
2141,70.23,,,,,,,3.636,,,,73.866,,,
2142,33,,0.5,1.5,20,,5,2,13,15,,BLANK,,,
2143,87.5,,,,,,,2,,,,BLANK,,,
2145,,,,,,,,,,,,,,,
2146,,,,,,,,,,,,,,,
2147,119.61,,,,,,,,,,,BLANK,,,
2148,60.23,,,19,,,,0.5,,,,BLANK,,,
2150,642.7,,,10,,,18.3,8.228,,34.31,,713.538,,,
2151,60,,,12.46,,,,2.227,,,,74.677,,,
2152,,4,4.082,,,,1,,,,,9.082,,,
2153,28.92,,,,,,,0.93,,,,29.85,15107.4,,
2154,213.22,,1.1,30.46,,,1.79,11.329,9.85,1.7,,269.449,,,
2155,65.678,,,,,,4.5,4.5,,,,74.678,,,
2156,12.72,,,1,,,1,,,,,14.72,,,
2157,30.25,,,,,,,1.458,,,,31.708,,,
2158,59.03,,,45.335,,,,4,3.69,,,112.055,,,
2159,126.04,,,,,,,,1.9,,3.344,131.284,,,
2160,179.16,,,23.79,,,4,3.331,,,,210.281,,,
2161,68.9,,,9.6,,1,4,,,,,83.5,,,
2162,,,,,15.713,,,2.945,,,,18.658,,,
2163,,,,,,,,,,,,,,,
2164,121.239,,,,,,,4.02,,,,125.259,,,
2165,,,,,,,,,,,,,,,
2166,107.11,,,,45.1,,,0.62,,,,BLANK,,,
2167,67.1,,,18,,,1.274,,,,,86.374,,,
2168,112.46,,,,,,2.78,3.178,10.93,,,129.348,,,
2169,84.7,,,71.321,,,3.01,1.654,,,,160.685,,,
2170,81.249,,,0.183,,,,1.179,,,,82.611,,,
2171,0,6.438,0,0,0,0,0,2.5,11.16,6.5,0,26.598,,,
2172,69,,,4.498,,,5,,,,,78.498,,,
2173,,,,,,,,,,,,,,,
2174,52.11,,,4.63,,,,0.26,,,,57,,,
2175,351,,,30,,,,12,,,,393,,,
2176,55.346,,,,,,,,,,,55.346,,,
2177,,,,,,,,,,,,,,,
2178,,16.015,,10.75,,,1,0.918,,,,28.683,,,
2179,32,2,,,,,1.5,4.5,,,,40,,,
2180,,,,,,,5,,18.65,,,23.65,,,
2181,104.76,,,23.99,,,,0.216,,,,128.966,,,
2183,125,,,,,,3,13.41,,,,141.41,,,
